"start","end","today","deviceid","date_survey","enumerator_id","select_one_organisation_name","org_name_other","governorate_ID","district_ID","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","sell_diesel","quantity_1L_diesel","quantity_other_diesel","price_diesel","calc_price_diesel","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","sell_soap","quantity_1bar","soap_quantity_other","price_soap","calc_price_soap","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","mrk_supply_routes","mrk_supply_issues","mrk_supply_issues/dmg_infra_market","mrk_supply_issues/dmg_infra_sorrounding","mrk_supply_issues/dmg_storage","mrk_supply_issues/move_restriction","mrk_supply_issues/other","mrk_supply_issues/did_not_answer","mrk_supply_issues_other","mrk_dmg_infra","mrk_dmg_infra/road","mrk_dmg_infra/electrical","mrk_dmg_infra/water","mrk_dmg_infra/communication","mrk_dmg_infra/other","mrk_dmg_infra_other","mrk_increse_fuel_50","mrk_increse_fuel_100","mrk_increse_WASH_50","mrk_increse_WASH_100","mrk_increse_water_50","mrk_increse_water_100","further_comments","__version__","_id","_uuid","_submission_time","_validation_status","_index","district_name","governorate_name","country_name","country_ID"
2019-04-30 14:34:22,2019-04-30 14:54:21,"4/30/2019","ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS","4/20/2019","????","YSD",NA,"YE13","YE1310","Mothallath Rawe'a","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,430,430,"YE18",30,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,70,70,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1000,6,8,"yes",7000,10000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",505,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",54399375,"afeb235d-4314-45a2-b9b1-19122014e775",2019-04-30 14:54:28,NA,158,"Bani Al Harith","Amanat Al Asimah","Yemen","YE"
2019-04-30 14:27:53,2019-04-30 15:07:41,"4/30/2019","ee.humanitarianresponse.info:Ypc00zOmcKxApYHq","4/20/2019","????","YSD",NA,"YE13","YE1310","Mothallath Rawe'a","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,430,430,"YE18",30,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,60,60,"yes","yes",NA,140,140,"yes","yes",NA,120,120,"yes","yes",NA,500,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1000,6,8,"yes",7000,10000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",505,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","The most important comment on this market is that the feul isn't available in official stations, but it does in some black markets and it<U+0092>s very expensive where it costs between 800 - 1000 YER per liter","v2ZtbFxdMLUeS6K3smMjSx",54401124,"45201092-8e9a-4c04-8cf4-772dd7801060",2019-04-30 15:07:52,NA,159,"Bani Al Harith","Amanat Al Asimah","Yemen","YE"
2019-04-30 15:07:52,2019-04-30 15:25:07,"4/30/2019","ee.humanitarianresponse.info:Ypc00zOmcKxApYHq","4/20/2019","????","YSD",NA,"YE13","YE1310","Al Khamees","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,430,430,"YE18",30,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,75,75,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1200,8,10,"yes",8000,10000,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",505,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","yes","yes","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54404585,"facf0932-1d3a-4d57-a85a-9ef47a5db309",2019-04-30 15:25:14,NA,161,"Bani Al Harith","Amanat Al Asimah","Yemen","YE"
2019-04-29 00:09:10,2019-04-29 00:25:10,"4/29/2019","ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS","4/20/2019","????","YSD",NA,"YE13","YE1310","Mothallath Rawe'a","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,"yes","yes",NA,430,430,"YE18",30,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,70,70,"yes","yes",NA,150,150,"yes","yes",NA,120,120,"yes","yes",NA,500,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1100,6,10,"yes",7000,1000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",505,"yes","dmg_infra_sorrounding",0,1,0,0,0,0,NA,"road electrical",1,1,0,0,0,NA,"no","no","yes","yes","yes","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54210968,"7c8fdf6c-ef2f-4342-b9ce-3be823fed0f2",2019-04-29 00:25:19,NA,157,"Bani Al Harith","Amanat Al Asimah","Yemen","YE"
2019-04-24 19:23:11,2019-04-24 19:29:44,"4/24/2019","ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5","4/22/2019","?????","TYF",NA,"YE15","YE1508","Al Bereen","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,400,400,"yes","yes",NA,400,400,"YE24",1,"Insecurity_and_instability Transportation_issues",0,0,0,1,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","yes",NA,150,150,"yes","yes",NA,80,80,"yes","yes",NA,500,500,"YE15","Wholesaler",1,"Insecurity_and_instability Transportation_issues Other_see_next_question",0,0,0,1,0,0,1,1,0,0,0,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,8,"Private","Pumping_Station_or_Borehole","no",2870,20,40,"yes",15000,20000,"Price_inflation Insecurity_and_instability Transportation_issues",1,0,0,1,0,0,1,0,0,0,0,"yes",505,"yes","move_restriction",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",53883466,"e5dee1f4-594a-41f7-9bcc-4eb50763fa02",2019-04-24 19:29:49,NA,82,"Jabal Habashy","Taizz","Yemen","YE"
2019-04-24 07:13:49,2019-04-24 07:30:42,"4/24/2019","ee.humanitarianresponse.info:QdzZlx4faVRSgnUx","4/22/2019","Iad","SI",NA,"YE15","YE1514","Al Turba","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,390,390,"yes","yes",NA,390,390,"YE25",1,"Insecurity_and_instability Supply_shortage Transportation_issues",0,0,0,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","no",75,130,139,"yes","no",5260,3500,67,"yes","yes",NA,500,500,"YE24","Vendor",2,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,7,"Private","Pumping_Station_or_Borehole","yes",3500,1,20,"yes",25000,30000,"Price_inflation Liquidity_shortage Supply_shortage Government_regulations Transportation_issues",1,1,0,0,1,1,1,0,0,0,0,"yes",505,"yes","dmg_infra_market dmg_infra_sorrounding",1,1,0,0,0,0,NA,"road electrical water",1,1,1,0,0,NA,"yes","no","yes","yes","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",53799219,"13ac0ab1-2d5b-4989-9589-fd8b84a16186",2019-04-24 07:30:42,NA,65,"Ash Shamayatayn","Taizz","Yemen","YE"
2019-04-22 22:29:46,2019-04-22 22:39:36,"4/23/2019","ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn","4/22/2019","???","TYF",NA,"YE15","YE1512","Dimnat Khdeir","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,365,365,"yes","yes",NA,370,370,"YE13",3,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,90,90,"yes","no",100,250,200,"yes","yes",NA,130,130,"yes","no",9,450,500,"YE15","Wholesaler",14,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2000,1,7,"no",NA,NA,"Price_inflation Shortage_of_demand Supply_shortage",1,0,1,0,1,0,0,0,0,0,0,"yes",514,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no","The feul of this station is from the government, but it's commercial in the surrounding ones which means that  the government may turn to sell the commercial petrol when it runs out of it.","v2ZtbFxdMLUeS6K3smMjSx",53669959,"46f119f1-5f12-4c6b-960a-af91b0934cd4",2019-04-22 22:39:40,NA,16,"Dimnat Khadir","Taizz","Yemen","YE"
2019-04-23 09:50:43,2019-04-23 12:45:26,"4/23/2019","ee.humanitarianresponse.info:mSMq0RVpBgGQY1NU","4/23/2019","Ali","DRC",NA,"YE21","YE2113","Araq market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,360,360,"yes","yes",NA,365,365,"YE19",3,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"yes","Cash Credit Vouchers",1,0,0,0,1,1,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,120,120,"yes","yes",NA,500,500,"YE15","Wholesaler",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,14,"Private","Pumping_Station_or_Borehole","no",930,20,32,"yes",10000,0,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes",513,"yes","dmg_storage",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","The increase of demand will be responded when the cash flow is available","v2ZtbFxdMLUeS6K3smMjSx",53722202,"5d464220-8af9-4961-9ed5-8f38141c58d5",2019-04-23 12:45:28,NA,27,"Ataq","Shabwah","Yemen","YE"
2019-04-23 12:45:30,2019-04-23 12:57:06,"4/23/2019","ee.humanitarianresponse.info:mSMq0RVpBgGQY1NU","4/23/2019","Ali","DRC",NA,"YE21","YE2113","Araq market","Urban","yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,360,360,"yes","yes",NA,365,365,"YE19",4,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Credit",0,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,90,90,"yes","yes",NA,110,110,"yes","yes",NA,500,500,"YE15","Wholesaler",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,24,"Public","Pumping_Station_or_Borehole","no",960,20,25,"yes",2000,0,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes",510,"yes","did_not_answer",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",53723955,"df8ee9da-a858-4024-86b1-64751715d99b",2019-04-23 12:57:19,NA,29,"Ataq","Shabwah","Yemen","YE"
2019-04-25 05:53:27,2019-04-25 06:57:28,"4/25/2019","ee.humanitarianresponse.info:MkBhW8z4emwKShDD","4/23/2019","Ahmed","NRC",NA,"YE18","YE1802","Alluheyah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,360,360,"yes","yes",NA,360,360,"YE18",5,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","no",20,200,100,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE18","Vendor",6,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",4000,10,10,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",512,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","v2ZtbFxdMLUeS6K3smMjSx",53910729,"1d8714f8-29a3-4ac5-972a-989f6015f439",2019-04-25 06:57:31,NA,84,"Alluheyah","Al Hudaydah","Yemen","YE"
2019-04-23 12:56:16,2019-04-23 13:41:21,"4/23/2019","ee.humanitarianresponse.info:SqywqbOq3a8O4jkI","4/23/2019","????","DRC",NA,"YE21","YE2114","Al Jawl","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,350,"yes","yes",NA,350,350,"YE19",3,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","no",2,20,100,"yes","yes",NA,150,150,"yes","yes",NA,120,120,"yes","yes",NA,500,500,"YE21","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Public","Treatment_Station","no",3000,3,10,"yes",2000,5000,"Price_inflation Other_see_next_question",1,0,0,0,0,0,0,1,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",53729428,"ae5983c3-c409-46f3-8383-714fed8a1b6e",2019-04-23 13:41:23,NA,31,"Habban","Shabwah","Yemen","YE"
2019-04-30 19:52:59,2019-04-30 19:58:21,"4/30/2019","ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS","4/29/2019","????","YSD",NA,"YE23","YE2302","Arhab University","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,365,365,"no",NA,NA,NA,NA,"YE13",30,"Price_inflation Liquidity_shortage Shortage_of_demand",1,1,1,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,70,70,"yes","yes",NA,180,180,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1300,7,10,"yes",9000,13000,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","yes","yes","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54436848,"980e53b9-87bf-4feb-a3a1-56d0461f5e9d",2019-04-30 19:58:29,NA,180,"Arhab","Sana'a","Yemen","YE"
2019-04-26 20:14:22,2019-04-26 20:16:45,"4/26/2019","ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8","4/26/2019","???","SDF",NA,"YE13","YE1306","faisal al aamrani shops","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,110,110,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54086185,"3fc5ff1b-cb19-467e-b3d0-a1380a5047d5",2019-04-26 20:16:48,NA,104,"Al Wahdah","Amanat Al Asimah","Yemen","YE"
2019-04-26 20:27:26,2019-04-26 20:29:29,"4/26/2019","ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8","4/26/2019","???","SDF",NA,"YE13","YE1306","Al Hamadishop","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",8,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54087353,"920e0c9f-c951-4d71-b5d2-d10530bf52cc",2019-04-26 20:29:32,NA,109,"Al Wahdah","Amanat Al Asimah","Yemen","YE"
2019-04-27 10:06:27,2019-04-27 10:08:24,"4/27/2019","ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8","4/26/2019","???","SDF",NA,"YE13","YE1303","AL Mari shops","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"v2ZtbFxdMLUeS6K3smMjSx",54114789,"0b01f459-b0a4-4498-a9b7-3fd1ee579748",2019-04-27 10:08:26,NA,127,"Az'zal","Amanat Al Asimah","Yemen","YE"
2019-05-06 09:33:59,2019-05-06 09:36:23,"5/6/2019","ee.humanitarianresponse.info:WnOLuC21knpIED0l","4/21/2019","Mohammed","SCI",NA,"YE25","YE2515","Sabir Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,130,130,"yes","yes",NA,90,90,"yes","yes",NA,100,100,"yes","yes",NA,500,500,"YE24","Wholesaler",7,"Price_inflation Other_see_next_question",1,0,0,0,0,0,0,1,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",515,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",54818982,"4c60e350-0e3b-4793-bbbf-671d29179f0e",2019-05-06 09:36:25,NA,288,"Tuban","Lahj","Yemen","YE"
2019-05-05 13:29:26,2019-05-05 13:31:36,"5/5/2019","ee.humanitarianresponse.info:WnOLuC21knpIED0l","4/22/2019","Mohammed","SCI",NA,"YE24","YE2404","Banafe'e Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,130,130,"yes","yes",NA,150,150,"yes","yes",NA,130,130,"yes","yes",NA,125,125,"yes","yes",NA,500,500,"YE24","Wholesaler",7,"Price_inflation Other_see_next_question",1,0,0,0,0,0,0,1,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",54776620,"a234751a-6e16-427b-b6e3-31321e92664f",2019-05-05 13:31:39,NA,255,"Al Buraiqeh","Aden","Yemen","YE"
2019-05-06 08:53:18,2019-05-06 08:59:35,"5/6/2019","ee.humanitarianresponse.info:WnOLuC21knpIED0l","4/22/2019","Mohammed","SCI",NA,"YE25","YE2515","Alfayoosh Market","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,80,80,"yes","yes",NA,150,150,"yes","yes",NA,500,500,"YE24","Wholesaler",5,"Price_inflation Other_see_next_question",1,0,0,0,0,0,0,1,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes",NA,"v2ZtbFxdMLUeS6K3smMjSx",54815340,"b333e1b6-9d4b-4d72-86a2-8b0a46fab144",2019-05-06 08:59:47,NA,281,"Tuban","Lahj","Yemen","YE"
