row_id,start,end,today,deviceid,date_survey,enumerator_name,enumerator_name_EN,organisation_name,organisation_name_EN,governorate_name_en,governorate_ID,district_name_en,district_ID,market_name,market_name_EN,type_market,type_area,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,price_petrol_normalized,petrol_gov_origin_petrol,petrol_type_supplier,petrol_restock_days_min,petrol_restock_days_max,petrol_restock_days_average,petrol_constraints_multiple,Pet Inflation,Pet Liquidity,Pet Demand,Pet Insecurity,Pet Supply,Pet Govt,Pet Trans,Pet Other,Pet DNK,Pet None,Pet DNA,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,price_diesel_normalized,diesel_gov_origin,diesel_type_supplier,diesel_restock_days_min,diesel_restock_days_max,diesel_restock_days_average,diesel_constraints_multiple,Die Inflation,Die Liquidity,Die Demand,Die Insecurity,Die Supply,Die Govt,Die Trans,Die Other,Die DNK,Die None,Die DNA,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,price_bottled_water_normalized,bottled_gov_origin,bottled_type_supplier,bottled_restock_days_min,bottled_restock_days_max,bottled_restock_days_average,bottled_constraints_multiple,BW Inflation,BW Liquidity,BW Demand,BW Insecurity,BW Supply,BW Govt,BW Trans,BW Other,BW DNK,BW None,BW DNA,sell_treated_water,quantity_20L,treated_quantity_other,price_treated_water,price_treated_water_normalized,treated_gov_origin,treated_type_supplier,treated_restock_days_min,treated_restock_days_max,treated_restock_days_average,treated_constraints_multiple,TW Inflation,TW Liquidity,TW Demand,TW Insecurity,TW Supply,TW Govt,TW Trans,TW Other,TW DNK,TW None,TW DNA,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,price_soap_normalized,soap_gov_origin,soap_type_supplier,soap_restock_days_min,soap_restock_days_max,soap_restock_days_average,soap_constraints_multiple,Soap Inflation,Soap Liquidity,Soap Demand,Soap Insecurity,Soap Supply,Soap Govt,Soap Trans,Soap Other,Soap DNK,Soap None,Soap DNA,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,price_laundry_powder_normalized,laundry_gov_origin,laundry_type_supplier,laundry_restock_days_min,laundry_restock_days_max,laundry_restock_days_average,laundry_constraints_multiple,LP Inflation,LP Liquidity,LP Demand,LP Insecurity,LP Supply,LP Govt,LP Trans,LP Other,LP DNK,LP None,LP DNA,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,price_sanitary_napkins_normalized,napkins_gov_origin,napkins_type_supplier,napkins_restock_days_min,napkins_restock_days_max,napkins_restock_days_average,napkins_constraints_multiple,SN Inflation,SN Liquidity,SN Demand,SN Insecurity,SN Supply,SN Govt,SN Trans,SN Other,SN DNK,SN None,SN DNA,General further_comments,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,distance_price,additional_cost_10,additional_cost_20,additional_cost_30,constraints_multiple,WT Inflation,WT Liquidity,WT Demand,WT Insecurity,WT Supply,WT Govt,WT Trans,WT Other,WT DNK,WT None,WT DNA,further_comments
YE0222,,Saleh Eydah,30-04-2018,,,Saleh Eydah,Saleh Eydah,ACTED,ACTED,Al Jawf,YE16,Bart Al Anan,YE1610,Al-Anan Souk,Nihm market,District Level Market,Rural,Yes,Yes,,290,290,Marib,Wholesaler,4,8,6,Government Regulations Supply Shortage Transportation Issues,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,,350,350,Marib,Wholesaler,4,6,5,Government Regulations Transportation Issues Supply Shortage,0,0,0,0,1,1,1,0,0,0,0,Yes,No,1.5,130,,Sanaa,Vendor,2,3,2.5,Transportation Issues Shortage of Demand Shortage of Demand,0,0,1,0,0,0,0,1,0,0,0,Yes,Yes,,100,100,Al_Jawf,Vendor,2,4,3,Transportation Issues Government Regulations Insecurity and Instability,0,0,0,1,0,1,1,1,0,0,0,Yes,Yes,70,270,270,Al_Jawf,Vendor,2,4,3,Transportation Issues Transportation Issues Transportation Issues,0,0,0,0,0,0,1,0,0,0,0,Yes,No,70,80,80,Al_Jawf,Vendor,3,4,3.5,Price Inflation Transportation Issues Price Inflation,1,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0223,,Saleh Eydah,30-04-2018,,,Saleh Eydah,Saleh Eydah,ACTED,ACTED,Al Jawf,YE16,Bart Al Anan,YE1610,Al-Anan Souk,Badr market,District Level Market,Rural,Yes,Yes,,310,310,Sanaa,vendor,3,6,4.5,Supply Shortage Price Inflation Liquidity Shortage,1,1,0,0,1,0,0,0,0,0,0,Yes,Yes,,360,360,Sanaa,Vendor,2,4,3,Transportation Issues Price Inflation Transportation Issues,1,0,0,0,0,0,1,0,0,0,0,No,No,,,,,,,,,  ,,,,,,,,,,,0,Yes,Yes,,100,100,Al_Jawf,Vendor,2,3,2.5,Liquidity Shortage Price Inflation Insecurity and Instability,1,1,0,1,0,0,0,0,0,0,0,Yes,Yes,70,365,365,Sanaa,Wholesaler,3,6,4.5,Liquidity Shortage Liquidity Shortage Price Inflation,1,1,0,0,0,0,0,0,0,0,0,Yes,No,70,85,85,Al_Jawf,Vendor,2,3,2.5,Shortage of Demand Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,No,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0017,2018-04-28T11:56:11.001+03:00,2018-04-29T10:36:54.109+03:00,2018-04-28,ee.humanitarianresponse.info:gufJOWIMW33tQI2A,2018-04-27,???? ????????? ???? ???????,Waleed Abdul Rahman,??? ?????? ???? ?????,ROC,Amanat Al Asimah,YE13,At Tahrir,YE1307,??? ?????,N/A,Other,Urban,yes,yes,,360,360,26,Wholesaler,15,20,17.5,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,360,360,26,Wholesaler,15,20,17.5,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,100,100,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,180,180,13,Wholesaler,1,1,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,yes,1,100,100,13,Wholesaler,1,1,1,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,yes,,80,80,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,13,Wholesaler,1,2,1.5,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0018,2018-04-29T11:33:55.056+03:00,2018-04-29T11:43:28.218+03:00,2018-04-29,ee.humanitarianresponse.info:gufJOWIMW33tQI2A,2018-04-27,???? ????????? ???? ???????,Waleed Abdul Rahman,??? ?????? ???? ?????,ROC,Amanat Al Asimah,YE13,At Tahrir,YE1307,??? ?????,N/A,Other,Urban,yes,yes,,370,370,26,Wholesaler,5,15,10,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,370,370,26,Wholesaler,5,15,10,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,100,100,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,150,150,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,100,90,90,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0019,2018-04-29T11:43:28.549+03:00,2018-04-29T11:48:32.415+03:00,2018-04-29,ee.humanitarianresponse.info:gufJOWIMW33tQI2A,2018-04-27,???? ????????? ???? ???????,Waleed Abdul Rahman,??? ?????? ???? ?????,ROC,Amanat Al Asimah,YE13,At Tahrir,YE1307,?? ?????,Al-Zureiki wholesale shop,Other,Urban,yes,yes,,370,370,26,Wholesaler,5,15,10,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,yes,yes,,370,370,26,Wholesaler,5,15,10,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,yes,yes,,100,100,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,190,190,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,100,100,100,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0020,2018-04-29T11:48:32.782+03:00,2018-04-29T11:54:25.070+03:00,2018-04-29,ee.humanitarianresponse.info:gufJOWIMW33tQI2A,2018-04-27,???? ????????? ???? ???????,Waleed Abdul Rahman,??? ?????? ???? ?????,ROC,Amanat Al Asimah,YE13,At Tahrir,YE1307,?? ???????,Abu Khaled For treated water station,Other,Urban,yes,yes,,370,370,26,Wholesaler,6,18,12,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,yes,yes,,370,370,26,Wholesaler,6,18,12,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,yes,yes,,100,100,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,160,160,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,100,100,100,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,1,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,13,Wholesaler,1,1,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0040,2018-04-25T13:11:02.337+03:00,2018-04-25T13:15:03.288+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,???? ????? ??????,Abu Dhabi station,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,80,80,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,100,80,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,60,60,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,350,350,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0041,2018-04-25T13:15:03.767+03:00,2018-04-25T13:22:21.488+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,????? ???? ???? ?????? ??????,Aghadeer Station,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,57,57,13,Other,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,80,64,23,Wholesaler,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,48,48,13,Other,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,325,325,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,??? ???? ???????? ?? ??? ????? ?????? ??????,,,,,,,,,,,,,,,,,,,,,,,
YE0042,2018-04-25T13:23:01.756+03:00,2018-04-25T13:29:18.760+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,??????? ?????? ??????,Aqualina station,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,58,58,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,55,44,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,50,50,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,325,325,13,Other,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,???? ?????? ????????? ??? ??????? ??  ??????? ???????? ?????? ?????????,,,,,,,,,,,,,,,,,,,,,,,
YE0043,2018-04-25T13:29:19.157+03:00,2018-04-25T13:34:45.769+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,????? ????????? ????,Al Ostoura station for treated water,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,50,50,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,50,50,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,331,331,13,Other,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,?????? ?? ?????? ?? ??? ?? ????? ???????,,,,,,,,,,,,,,,,,,,,,,,
YE0044,2018-04-25T14:44:31.609+03:00,2018-04-25T14:52:50.806+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Al Wahdah,YE1306,???? ????,Al Jawhara station for treated water,Other,Urban,yes,yes,,355,355,18,Wholesaler,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,350,350,18,Wholesaler,1,2,1.5,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,?????? ??? ??? ??????? ????????? ?? ????? ????? ????? ????? ???????,,,,,,,,,,,,,,,,,,,,,,,
YE0045,2018-04-25T14:52:51.287+03:00,2018-04-25T14:56:47.691+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Al Wahdah,YE1306,???? ???????,Al Salam Station,Other,Urban,yes,yes,,355,355,26,Wholesaler,1,6,3.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,355,355,26,Wholesaler,1,6,3.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,???? ??????? ??? ??? ??????? ??????? ????? ????? ???????,,,,,,,,,,,,,,,,,,,,,,,
YE0046,2018-04-25T14:56:48.318+03:00,2018-04-25T15:05:56.449+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Al Wahdah,YE1306,???? ????? ?????? ????????,Al-Madsen,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,100,100,23,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0059,2018-04-26T10:04:17.771+03:00,2018-04-26T10:07:43.940+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ???????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,???? ?????,Al Matry For Wholesale,Other,Urban,yes,yes,,360,360,18,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,360,360,18,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0060,2018-04-26T12:10:39.970+03:00,2018-04-26T12:17:27.923+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-24,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Shuaub,YE1302,??? ???? ??????? ??????,Al Moghtareben,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,45,45,13,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,91,73,13,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,310,310,13,Wholesaler,4,6,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0070,2018-04-26T09:35:56.649+03:00,2018-04-26T10:04:17.263+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,???? ??? ???,Al Mansoura,Other,Urban,yes,yes,,360,360,18,Wholesaler,1,7,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,350,350,18,Wholesaler,1,7,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0071,2018-04-26T10:07:44.504+03:00,2018-04-26T10:11:43.423+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,?????? ????????? ?????? ????????,Al Moshkie,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,100,100,13,Wholesaler,1,1,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0072,2018-04-26T10:11:43.869+03:00,2018-04-26T10:15:16.861+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,???? ??????? ?????? ????????,Bab Al Qa'a,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,5,80,,13,Wholesaler,1,2,1.5,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE0073,2018-04-26T10:26:53.887+03:00,2018-04-26T10:30:52.499+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,????? ????? ?????,Bab Al Qa'a,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,80,80,13,Wholesaler,1,3,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,100,80,13,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,60,60,13,Wholesaler,1,3,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,360,360,13,Wholesaler,1,3,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0074,2018-04-26T10:30:52.944+03:00,2018-04-26T10:39:59.529+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,????? ????? ?????? ??????,Abu Mali mini Market,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,55,55,13,Wholesaler,1,3,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,98,78,13,Wholesaler,1,6,3.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,4,2.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,185,185,13,Wholesaler,1,5,3,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0075,2018-04-26T10:40:00.203+03:00,2018-04-26T10:44:12.606+03:00,2018-04-26,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Assafiyah,YE1304,????? ???,Hai Al Adl,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,60,60,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,80,64,13,Wholesaler,1,5,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,60,60,13,Wholesaler,1,4,2.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,350,350,13,Wholesaler,1,5,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0076,2018-04-25T12:59:11.558+03:00,2018-04-25T13:04:20.739+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,??????? ?????,Haidan,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,80,80,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,100,80,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,70,70,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,350,350,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0077,2018-04-25T13:04:21.236+03:00,2018-04-25T13:08:06.807+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-22,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Azzal,YE1303,??????? ??? ?????? ???????,Haidan,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,100,100,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,120,96,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,60,60,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,350,350,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
YE0078,2018-04-25T15:09:04.657+03:00,2018-04-25T15:20:34.001+03:00,2018-04-25,ee.humanitarianresponse.info:HgjRJik8bhhBqH7r,2018-04-23,??? ??? ?????? ????????,Raya Al Aryanie,????? ??????? ?????????,SDF,Amanat Al Asimah,YE13,Al Wahdah,YE1306,????? ???? ?????? ????????,Thabhan,Other,Urban,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,50,50,13,Other,1,2,1.5,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,125,100,80,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,60,60,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,300,300,13,Wholesaler,1,2,1.5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
