row_id,start,end,today,deviceid,date_survey,enumerator_id,organisation_name,org_name_en,governorate_ID,gov_name,district_ID,district_name,market_name,market_name_en,type_market,type_area,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,price_petrol_normalised,petrol_gov_origin_petrol,petrol_type_supplier,petrol_restock_days_min,petrol_constraints_multiple,petrol_constraints_multiple/Price_inflation,petrol_constraints_multiple/Liquidity_shortage,petrol_constraints_multiple/Shortage_of_demand,petrol_constraints_multiple/Insecurity_and_instability,petrol_constraints_multiple/Supply_shortage,petrol_constraints_multiple/Government_regulations,petrol_constraints_multiple/Transportation_issues,petrol_constraints_multiple/Other_see_next_question,petrol_constraints_multiple/Do_not_know,petrol_constraints_multiple/No_constraints,petrol_constraints_multiple/Vendor_did_not_answer,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,price_diesel_normalised,diesel_gov_origin,diesel_type_supplier,diesel_restock_days_min,diesel_constraints_multiple,diesel_constraints_multiple/Price_inflation,diesel_constraints_multiple/Liquidity_shortage,diesel_constraints_multiple/Shortage_of_demand,diesel_constraints_multiple/Insecurity_and_instability,diesel_constraints_multiple/Supply_shortage,diesel_constraints_multiple/Government_regulations,diesel_constraints_multiple/Transportation_issues,diesel_constraints_multiple/Other_see_next_question,diesel_constraints_multiple/Do_not_know,diesel_constraints_multiple/No_constraints,diesel_constraints_multiple/Vendor_did_not_answer,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,price_bottled_water_normalised,bottled_gov_origin,bottled_type_supplier,bottled_restock_days_min,bottled_constraints_multiple,bottled_constraints_multiple/Price_inflation,bottled_constraints_multiple/Liquidity_shortage,bottled_constraints_multiple/Shortage_of_demand,bottled_constraints_multiple/Insecurity_and_instability,bottled_constraints_multiple/Supply_shortage,bottled_constraints_multiple/Government_regulations,bottled_constraints_multiple/Transportation_issues,bottled_constraints_multiple/Other_see_next_question,bottled_constraints_multiple/Do_not_know,bottled_constraints_multiple/No_constraints,bottled_constraints_multiple/Vendor_did_not_answer,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,price_treated_water_normalised,treated_gov_origin,treated_type_supplier,treated_restock_days_min,treated_constraints_multiple,treated_constraints_multiple/Price_inflation,treated_constraints_multiple/Liquidity_shortage,treated_constraints_multiple/Shortage_of_demand,treated_constraints_multiple/Insecurity_and_instability,treated_constraints_multiple/Supply_shortage,treated_constraints_multiple/Government_regulations,treated_constraints_multiple/Transportation_issues,treated_constraints_multiple/Other_see_next_question,treated_constraints_multiple/Do_not_know,treated_constraints_multiple/No_constraints,treated_constraints_multiple/Vendor_did_not_answer,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,price_soap_normalised,soap_gov_origin,soap_type_supplier,soap_restock_days_min,soap_constraints_multiple,soap_constraints_multiple/Price_inflation,soap_constraints_multiple/Liquidity_shortage,soap_constraints_multiple/Shortage_of_demand,soap_constraints_multiple/Insecurity_and_instability,soap_constraints_multiple/Supply_shortage,soap_constraints_multiple/Government_regulations,soap_constraints_multiple/Transportation_issues,soap_constraints_multiple/Other_see_next_question,soap_constraints_multiple/Do_not_know,soap_constraints_multiple/No_constraints,soap_constraints_multiple/Vendor_did_not_answer,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,price_laundry_powder_normalised,laundry_gov_origin,laundry_type_supplier,laundry_restock_days_min,laundry_constraints_multiple,laundry_constraints_multiple/Price_inflation,laundry_constraints_multiple/Liquidity_shortage,laundry_constraints_multiple/Shortage_of_demand,laundry_constraints_multiple/Insecurity_and_instability,laundry_constraints_multiple/Supply_shortage,laundry_constraints_multiple/Government_regulations,laundry_constraints_multiple/Transportation_issues,laundry_constraints_multiple/Other_see_next_question,laundry_constraints_multiple/Do_not_know,laundry_constraints_multiple/No_constraints,laundry_constraints_multiple/Vendor_did_not_answer,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,price_sanitary_napkins_normalised,napkins_gov_origin,napkins_type_supplier,napkins_restock_days_min,napkins_constraints_multiple,napkins_constraints_multiple/Price_inflation,napkins_constraints_multiple/Liquidity_shortage,napkins_constraints_multiple/Shortage_of_demand,napkins_constraints_multiple/Insecurity_and_instability,napkins_constraints_multiple/Supply_shortage,napkins_constraints_multiple/Government_regulations,napkins_constraints_multiple/Transportation_issues,napkins_constraints_multiple/Other_see_next_question,napkins_constraints_multiple/Do_not_know,napkins_constraints_multiple/No_constraints,napkins_constraints_multiple/Vendor_did_not_answer,sell_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_price,additional_cost_10,additional_cost_20,additional_cost_30,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,cash_feasibility,cash_feasibility/Cash,cash_feasibility/Mobile_money,cash_feasibility/Credit_debit_Card,cash_feasibility/Prepaid_cards,cash_feasibility/Credit,cash_feasibility/Vouchers,cash_feasibility/Bartering,cash_feasibility/Other,cash_feasibility/Do_not_know,Other_cash_feasibility,further_comments,comments_en,_id,_uuid,_submission_time,_index,,,,,,,,,,,
YEM288,2018-07-31T01:10:37.770+03:00,2018-07-31T01:17:54.508+03:00,2018-07-31,ee.humanitarianresponse.info:01ufehMPk0fm5ajf,2018-07-23,Waleed,Save the Children,Save the Children,YE17,Hajjah,YE1722,Kuaydinah,Khamis Market,Khamis Market,District_level_market,Rural,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,yes,yes,,100,100,YE17,Wholesaler,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,yes,yes,70,100,142.8571429,YE17,Wholesaler,3,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,yes,no,110,100,90.90909091,YE17,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE17,Wholesaler,7,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,Cash,1,0,0,0,0,0,0,0,0,,,,26950771,42ade9b8-444f-4c83-93a9-9eb4927ced40,2018-07-30T22:48:01,123,,,,,,,,,,,
YEM023,2018-07-26T17:54:38.000+03:00,2018-07-26T18:03:16.000+03:00,2018-07-26,ee.humanitarianresponse.info:iEFq6UUmwdmaWdkz,2018-07-26,???,??????? ???????,Old City Foundation,YE22,Sa'ada,YE2215,Saadah,??? ???????,Al-Madeena market,Governorate_capital_market,Urban,yes,yes,,375,375,YE18,Wholesaler,5,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,370,370,YE18,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,90,90,YE22,Wholesaler,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE22,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,80,100,125,YE22,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,90,90,YE22,Wholesaler,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE22,Wholesaler,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,5,Private,Pumping_Station_or_Borehole,no,800,4,,yes,1500,3000,4500,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26672275,44b319d8-13d7-4c94-8624-1ac23f5a817e,2018-07-26T15:05:12,76,,,,,,,,,,,
YEM271,2018-07-30T10:07:25.440+03:00,2018-07-30T10:15:40.464+03:00,2018-07-30,ee.humanitarianresponse.info:QH8i2rw99iQ9vbvS,2018-07-23,????,NFDHR,NFDHR,YE14,Al Bayda,YE1413,Rada,????? ???????,"Central Market, Al Souq Al Markazi",District_level_market,Urban,yes,yes,,370,370,YE26,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,yes,,350,350,YE26,Wholesaler,2,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,yes,,100,100,YE20,Wholesaler,2,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,yes,yes,,100,100,YE14,Wholesaler,1,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,yes,100,110,110,YE20,Wholesaler,1,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,yes,,90,90,YE20,Wholesaler,3,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,yes,yes,,400,400,YE20,Wholesaler,10,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,yes,5,Private,Pumping_Station_or_Borehole,Do_not_know,1800,5,,yes,9000,12000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,Cash Credit,1,0,0,0,1,0,0,0,0,,???? ??? ??? ??????? ???? ??? ?????? ???????,The change in the dollar exchange rate affects price fluctuations,26883189,dbe6ce17-1f0d-4513-8784-844f28e7be4f,2018-07-30T07:52:06,160,,,,,,,,,,,
YEM039,2018-07-24T21:12:45.893+03:00,2018-07-24T21:27:46.798+03:00,2018-07-24,ee.humanitarianresponse.info:hXGORVPMvSo7XTA1,2018-07-23,Wajdi,ACTED,ACTED,YE11,Ibb,YE1116,Dhi As Sufal,Al-Sayani,Al-Sayani,District_level_market,Urban,yes,yes,,380,380,YE30,Wholesaler,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,385,385,YE30,Wholesaler,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,100,100,YE11,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,no,5,100,200,YE11,Wholesaler,5,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,yes,75,120,160,YE11,Wholesaler,8,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE11,Wholesaler,5,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE11,Wholesaler,14,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,2000,2,,yes,10000,14000,18000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,Cash Credit,1,0,0,0,1,0,0,1,0,,,,26516144,d8119850-b88e-43c3-9225-843b0f5a0de7,2018-07-24T18:29:39,32,,,,,,,,,,,
YEM038,2018-07-27T21:07:28.398+03:00,2018-07-27T21:14:26.217+03:00,2018-07-27,ee.humanitarianresponse.info:s9BMXkkELqB5AfOo,2018-07-27,Wajdi,ACTED,ACTED,YE11,Ibb,YE1102,Yarim,Al-Da'eri,Al-Da'eri,District_level_market,Urban,yes,yes,,375,375,YE18,Wholesaler,3,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,yes,,370,370,YE18,Wholesaler,5,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,yes,,60,60,YE11,Wholesaler,4,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,no,5,70,140,YE11,Wholesaler,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,75,120,160,YE11,Wholesaler,14,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE11,Wholesaler,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE11,Wholesaler,14,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,5,Private,Pumping_Station_or_Borehole,no,1500,1,,yes,8000,12000,16000,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26765009,6d0e706d-e3b6-4442-9d0e-4e89e932e50c,2018-07-27T18:14:37,83,,,,,,,,,,,
YEM041,2018-07-28T17:15:30.517+03:00,2018-07-28T17:28:52.012+03:00,2018-07-28,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-26,????,YSD,YSD,YE23,Sana'a,YE2304,Bani Hushaysh,???????,Al Hataresh,District_level_market,Urban,yes,yes,,380,380,YE23,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,380,380,YE23,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,75,75,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,90,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,75,110,146.6666667,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,7,Private,Pumping_Station_or_Borehole,no,1100,8,,yes,8000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26814862,2d4f1672-5e2a-4ba5-a311-5899f9fb3dd7,2018-07-28T18:58:54,92,,,,,,,,,,,
YEM045,2018-07-23T23:50:49.142+03:00,2018-07-24T00:00:29.186+03:00,2018-07-23,ee.humanitarianresponse.info:hXGORVPMvSo7XTA1,2018-07-23,Wajdi,ACTED,ACTED,YE11,Ibb,YE1119,Al Dhihar,Al-Thalatheen,Al-Thalatheen,District_level_market,Urban,yes,yes,,375,375,YE18,Wholesaler,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,yes,,375,375,YE18,Wholesaler,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,yes,,100,100,YE11,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,no,5,100,200,YE11,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,no,75,100,133.3333333,YE11,Wholesaler,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE11,Wholesaler,7,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE11,Wholesaler,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,5.5,Private,Pumping_Station_or_Borehole,no,2000,2,,yes,9000,12000,15000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26450831,cb96d451-f123-4afb-b4f3-f8b670af3c7b,2018-07-23T21:05:08,22,,,,,,,,,,,
YEM046,2018-07-29T18:32:58.568+03:00,2018-07-29T18:38:02.446+03:00,2018-07-29,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-29,????,YSD,YSD,YE23,Sana'a,YE2301,Hamdan,?????,Al Arah,District_level_market,Rural,yes,yes,,380,380,YE18,Wholesaler,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,yes,,380,380,YE18,Wholesaler,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,no,5,100,200,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,75,100,133.3333333,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,750,7,,yes,7000,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26864559,32fb30e9-a0bb-402c-9900-9b37144e4eb3,2018-07-29T18:48:09,156,,,,,,,,,,,
YEM050,2018-07-29T16:32:09.568+03:00,2018-07-29T16:45:34.057+03:00,2018-07-29,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-28,????,YSD,YSD,YE23,Sana'a,YE2302,Arhab,???????,Al Jame'a,District_level_market,Rural,yes,yes,,380,380,YE18,Wholesaler,5,Price_inflation Shortage_of_demand Government_regulations Transportation_issues,1,0,1,0,0,1,1,0,0,0,0,yes,yes,,380,380,YE18,Wholesaler,5,Price_inflation Shortage_of_demand Government_regulations Transportation_issues,1,0,1,0,0,1,1,0,0,0,0,yes,yes,,90,90,YE23,Wholesaler,2,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,,120,120,YE23,Wholesaler,2,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,75,100,133.3333333,YE23,Wholesaler,2,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,,80,80,YE23,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE23,Wholesaler,2,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,1200,7,,yes,12000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26864529,987cdf69-d988-4761-a2b1-cd84c022782c,2018-07-29T18:47:48,145,,,,,,,,,,,
YEM048,2018-07-28T16:41:16.061+03:00,2018-07-28T16:47:39.755+03:00,2018-07-28,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-26,????,YSD,YSD,YE23,Sana'a,YE2304,Bani Hushaysh,???,Sarf,District_level_market,Urban,yes,yes,,375,375,YE18,Wholesaler,3,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,375,375,YE18,Wholesaler,3,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,,100,100,YE13,Wholesaler,1,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,75,100,133.3333333,YE13,Wholesaler,1,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,1,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,1000,5,,yes,6000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26814859,c696b30d-7110-4623-9a76-06be7df86a76,2018-07-28T18:58:47,90,,,,,,,,,,,
YEM049,2018-07-28T16:48:07.471+03:00,2018-07-28T16:57:20.791+03:00,2018-07-28,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-26,????,YSD,YSD,YE23,Sana'a,YE2304,Bani Hushaysh,???,Sarf,District_level_market,Urban,yes,yes,,375,375,YE18,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,375,375,YE18,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,100,100,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,75,100,133.3333333,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,1000,5,,yes,6000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,???? ??? ???? ??? ????? ????? ?? ???????,Attached to the market shortage of gas supply in stations,26814861,d223a1ec-d4b8-45d6-a22f-f9adbc084b7c,2018-07-28T18:58:51,91,,,,,,,,,,,
YEM044,2018-07-28T16:34:58.720+03:00,2018-07-28T16:41:00.385+03:00,2018-07-28,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-26,????,YSD,YSD,YE23,Sana'a,YE2304,Bani Hushaysh,???,Sarf,District_level_market,Urban,yes,yes,,375,375,YE18,Wholesaler,3,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,375,375,YE18,Wholesaler,3,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Insecurity_and_instability Government_regulations,1,1,0,1,0,1,0,0,0,0,0,yes,yes,,70,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Insecurity_and_instability Government_regulations,1,1,0,1,0,1,0,0,0,0,0,yes,yes,75,100,133.3333333,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Insecurity_and_instability Government_regulations,1,1,0,1,0,1,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Insecurity_and_instability Government_regulations,1,1,0,1,0,1,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Insecurity_and_instability Government_regulations,1,1,0,1,0,1,0,0,0,0,0,yes,6,Private,Pumping_Station_or_Borehole,no,1000,5,,yes,6000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26814858,bea4098a-1ea8-434d-a911-3aa4afd31c17,2018-07-28T18:58:45,89,,,,,,,,,,,
YEM047,2018-07-29T17:24:24.184+03:00,2018-07-29T17:32:40.385+03:00,2018-07-29,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-28,????,YSD,YSD,YE23,Sana'a,YE2302,Arhab,??? ?????,Bait Al-washr,District_level_market,Rural,yes,yes,,375,375,YE26,Wholesaler,6,Price_inflation Shortage_of_demand Government_regulations Transportation_issues,1,0,1,0,0,1,1,0,0,0,0,yes,yes,,375,375,YE26,Wholesaler,6,Price_inflation Shortage_of_demand Government_regulations Transportation_issues,1,0,1,0,0,1,1,0,0,0,0,yes,yes,,80,80,YE23,Wholesaler,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,no,2,100,,YE23,Wholesaler,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,75,100,133.3333333,YE23,Wholesaler,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,80,80,YE23,Wholesaler,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,yes,,400,400,YE23,Wholesaler,2,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,8,Private,Pumping_Station_or_Borehole,no,1300,8,,yes,13000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,,,26864542,51f94c66-3829-4abd-b5b0-b6f576fa861d,2018-07-29T18:47:58,149,,,,,,,,,,,
YEM043,2018-07-28T17:41:34.101+03:00,2018-07-28T17:53:34.278+03:00,2018-07-28,ee.humanitarianresponse.info:HeVL30VLdsHjUSfW,2018-07-26,????,YSD,YSD,YE23,Sana'a,YE2304,Bani Hushaysh,???????,Al Hataresh,District_level_market,Urban,yes,yes,,380,380,YE18,Wholesaler,4,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,yes,yes,,380,380,YE18,Wholesaler,4,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,yes,yes,,70,70,YE13,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,70,,YE13,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,75,100,133.3333333,YE13,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,80,80,YE13,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,yes,,400,400,YE13,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,7,Private,Pumping_Station_or_Borehole,no,1100,8,,yes,8000,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,Cash,1,0,0,0,0,0,0,0,0,,?????? ???? ??? ????? ?????,Very crowded at gas stations,26814864,60b1471e-473e-48c4-a405-aa7d964857da,2018-07-28T18:59:03,94,,,,,,,,,,,
