start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,type_area,fuel_prices,market_name_fuel,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,market_name_wash,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,market_name_exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_id,_uuid,_submission_time,_index
2018-10-28T06:05:10.555+03:00,2018-10-28T06:08:41.538+03:00,28/10/2018,ee.humanitarianresponse.info:827sUxdCZpPr7Kpm,25/10/2018,?????,Other,(Tamdeen Youth Foundation (TYF,YE12,YE1211,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,????????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,80,NaN,,,yes,yes,80,130,,,,yes,no,110,130,118.1818182,,,yes,yes,,650,NaN,,,YE12,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39146706,debd7f04-e504-41aa-865d-ff40d35fb287,2018-10-28T03:12:08,64
2018-10-28T06:08:42.271+03:00,2018-10-28T06:11:43.331+03:00,28/10/2018,ee.humanitarianresponse.info:827sUxdCZpPr7Kpm,25/10/2018,?????,Other,(Tamdeen Youth Foundation (TYF,YE12,YE1211,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,????????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,80,NaN,,,yes,yes,80,150,,,,yes,no,2500,2500,100,,,yes,yes,,600,NaN,,,YE12,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39146707,3f91318d-7f43-452e-9040-e9a9d381f5ae,2018-10-28T03:12:08,65
2018-10-28T15:47:23.302+03:00,2018-10-28T15:53:00.221+03:00,28/10/2018,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,28/10/2018,???? ??????,NFHD,,YE17,YE1726,Rural,yes,??? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,Vendor_did_not_answer,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,????? ??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,no,,,,,,,yes,yes,75,170,,,,yes,yes,,120,NaN,,,yes,yes,,600,NaN,,,YE17,Wholesaler,1,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,??????,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,no,3000,15,,15,Do_not_know,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,??????,750,,????? ??? ???? ???? ????? ???? ??? ???????,39250916,8c527a1d-5e04-4d45-81be-af62c4d82b01,2018-10-28T15:57:29,66
2018-10-28T15:53:00.657+03:00,2018-10-28T15:58:31.445+03:00,28/10/2018,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,28/10/2018,???? ??????,NFHD,,YE17,YE1726,Rural,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,Vendor_did_not_answer,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,????? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,,,no,,,,,,,yes,yes,75,170,,,,yes,yes,,110,NaN,,,yes,yes,,650,NaN,,,YE17,Wholesaler,1,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,???? ??? ??????,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,no,3000,13,,13,Do_not_know,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,??????,760,,???? ???? ???? ??? ???? ???????,39250918,82fac8c0-c021-49a0-8abd-0477e65b78de,2018-10-28T15:57:30,67
2018-10-28T15:58:31.919+03:00,2018-10-28T16:04:04.711+03:00,28/10/2018,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,28/10/2018,???? ??????,NFHD,,YE17,YE1726,Rural,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,Vendor_did_not_answer,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,????? ????? ??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,no,,,,,,,yes,yes,75,150,,,,yes,yes,,110,NaN,,,yes,yes,,650,NaN,,,YE17,Wholesaler,1,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,???? ??????,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,no,3000,13,,13,no,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,??????,760,,???? ???? ??? ??????? ??? ???? ?????????,39250923,862c584f-d0df-4d13-bca0-b837a4c8cb21,2018-10-28T15:57:31,68
2018-10-28T21:21:44.735+03:00,2018-10-28T21:30:05.085+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,yes,???? ??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,YE13,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,170,,,,yes,yes,,100,NaN,,,yes,yes,,700,NaN,,,YE13,Wholesaler,1,Price_inflation Supply_shortage Government_regulations,1,0,0,0,1,1,0,0,0,0,0,yes,???? ???,Cash,1,0,0,0,0,0,0,0,0,,3.5,Private,Pumping_Station_or_Borehole,no,2857,1,,1,,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,???????,751,,,39267479,b343b027-caf7-48f9-a1a7-70228951f32b,2018-10-28T18:31:45,69
2018-10-28T21:31:28.602+03:00,2018-10-28T21:41:45.992+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,yes,???? ??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????? ??????,Cash,1,0,0,0,0,0,0,0,0,,2.5,Private,Treatment_Station,yes,3000,1,,1,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,?????,752,,,39272235,7029083c-36d1-40e9-ad93-ddf49c0e4756,2018-10-28T19:21:34,70
2018-10-28T21:41:46.326+03:00,2018-10-28T21:51:14.829+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,???? ????????,Cash,1,0,0,0,0,0,0,0,0,,1.2,Private,Pumping_Station_or_Borehole,no,2666,1,,1,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39272238,ee4f76d5-bc7d-42f8-af76-2d61cb20393f,2018-10-28T19:21:35,71
2018-10-28T21:51:15.270+03:00,2018-10-28T22:02:08.038+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,160,,,,yes,yes,,100,NaN,,,yes,yes,,700,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39272240,bf1b2eab-f5d6-4eed-95c2-727d3f1d3113,2018-10-28T19:21:36,72
2018-10-28T22:02:08.544+03:00,2018-10-28T22:08:46.575+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39272241,1534b719-1fca-4f40-bb6a-f67967de8807,2018-10-28T19:21:37,73
2018-10-28T22:08:47.156+03:00,2018-10-28T22:15:29.266+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,700,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39272244,479cb926-6abf-457f-a8c7-f50611bca553,2018-10-28T19:21:38,74
2018-10-28T22:15:29.892+03:00,2018-10-28T22:21:15.116+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1308,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,160,,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39272245,987650c1-24c6-4c22-985b-0caaba459930,2018-10-28T19:21:39,75
2018-10-28T22:21:43.198+03:00,2018-10-28T22:33:01.501+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1310,Urban,yes,???? ??????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,YE13,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,,yes,????? ?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,700,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39273308,af27edff-e486-4dbc-ba02-d7a1b50dd89f,2018-10-28T19:32:54,76
2018-10-28T22:33:01.820+03:00,2018-10-28T22:41:32.432+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1310,Urban,yes,???? ?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,???? ????,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,2000,1,,1,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39277283,c80fda80-0519-45a4-8b49-be902cc185b0,2018-10-28T20:13:15,77
2018-10-28T22:41:32.817+03:00,2018-10-28T22:54:20.461+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,???????,SDF,,YE13,YE1310,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,???? ???,Cash,1,0,0,0,0,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,no,2000,1,,1,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39277285,0cad55df-9973-4079-a9f4-abeebc5d05d0,2018-10-28T20:13:16,78
2018-10-28T22:54:20.996+03:00,2018-10-28T23:10:53.810+03:00,28/10/2018,ee.humanitarianresponse.info:EkN6o73zgqY2gxf9,27/10/2018,?????,SDF,,YE13,YE1310,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,250,NaN,,,yes,yes,125,150,,,,yes,yes,,120,NaN,,,yes,yes,,700,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39277287,590c8fd9-f42c-4b9e-890c-ad3f50d60bc7,2018-10-28T20:13:17,79
2018-10-29T11:12:02.439+03:00,2018-10-29T11:22:25.348+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,NaN,,,yes,no,5,250,500,,,yes,yes,80,140,,,,yes,yes,,140,NaN,,,yes,yes,,560,NaN,,,YE11,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,753,,,39321520,4c6076e6-3fcb-4220-b8b7-fd32a0255baf,2018-10-29T08:22:23,80
2018-10-29T11:22:25.605+03:00,2018-10-29T11:26:45.504+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,,,yes,no,5,310,620,,,yes,yes,80,130,,,,yes,yes,,140,NaN,,,yes,yes,,500,NaN,,,YE11,Wholesaler,2,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,750,,,39322069,3ae79a5a-6ede-4d7f-a46e-67017b337e3d,2018-10-29T08:26:41,81
2018-10-29T11:26:45.785+03:00,2018-10-29T11:29:42.182+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,yes,??? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,NaN,,,yes,yes,,680,NaN,,,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,754,,,39322518,3fb3f95a-bd1f-46bf-8974-7ecaf98e6b5d,2018-10-29T08:29:39,82
2018-10-29T11:29:42.643+03:00,2018-10-29T11:34:01.691+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??? ??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,5,280,560,,,yes,yes,80,120,,,,yes,yes,,150,NaN,,,yes,yes,,670,NaN,,,YE18,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39323045,fd23eaf2-4867-444a-9c24-5125b93abb79,2018-10-29T08:33:58,83
2018-10-29T11:34:02.071+03:00,2018-10-29T11:38:55.857+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,NaN,,,yes,yes,,270,NaN,,,yes,yes,80,130,,,,yes,yes,,130,NaN,,,yes,yes,,650,NaN,,,YE18,,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39323703,edecb449-3928-45bb-bca8-9e9b599fb9c9,2018-10-29T08:38:52,84
2018-10-29T11:38:56.238+03:00,2018-10-29T11:40:56.100+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,NaN,,,yes,yes,,620,NaN,,,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??????,750,,,39323925,486a8776-2591-4bde-bdd1-6d3fb424c3b7,2018-10-29T08:40:56,85
2018-10-29T11:40:56.600+03:00,2018-10-29T11:43:41.369+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,??????,Cash,1,0,0,0,0,0,0,0,0,,1,Private,Pumping_Station_or_Borehole,no,5000,5,,5,yes,6000,7000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,39324254,d4f0e155-1a36-44a5-a5dd-fdf69bc046aa,2018-10-29T08:43:38,86
2018-10-29T11:43:41.910+03:00,2018-10-29T11:48:27.571+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,?????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,NaN,,,yes,yes,,220,NaN,,,yes,yes,80,130,,,,yes,yes,,140,NaN,,,yes,yes,,590,NaN,,,YE18,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,39324933,3408a09b-cb48-4eef-bb85-345595cd8a76,2018-10-29T08:48:25,87
2018-10-29T11:48:28.193+03:00,2018-10-29T11:53:59.264+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,yes,?????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,680,NaN,,,yes,yes,,680,NaN,,,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,?????,Cash,1,0,0,0,0,0,0,0,0,,1,Private,Pumping_Station_or_Borehole,no,7000,3,,4,yes,7500,8000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,39325958,1486b0aa-33df-4edc-8aca-53fe52e765a1,2018-10-29T08:53:55,88
2018-10-29T11:53:59.808+03:00,2018-10-29T11:55:45.378+03:00,29/10/2018,ee.humanitarianresponse.info:R7UK7FZVWDLyX8mw,25/10/2018,?????,YFCA,,YE20,YE2007,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,?????,Cash,1,0,0,0,0,0,0,0,0,,1,Private,Pumping_Station_or_Borehole,no,6500,3,,4,yes,7000,9000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,39326273,873e4f9f-7652-4b67-8f7b-537546a6774b,2018-10-29T08:55:43,89
2018-10-29T09:46:39.775+03:00,2018-10-29T09:51:36.615+03:00,29/10/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,27/10/2018,???,SDF,,YE13,YE1304,Urban,yes,???? ????? ???????? ???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,580,NaN,,,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,???? ???????,750,,,39332550,cc516e96-dca5-4598-8fc9-eb11a9ffebc7,2018-10-29T09:39:48,90
