governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,_uuid
YE11,Ibb,YE1119,Al Dhihar,Al-Salabah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,no,5,100,200,200,yes,yes,NA,100,NA,100,yes,no,110,80,72.72727273,72.72727273,yes,yes,NA,350,NA,350,YE11,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,7,Private,Pumping_Station_or_Borehole,no,2500,1,NA,5,yes,10000,NA,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,495,d9ed0299-91a1-450a-b28a-ada4573da6e8
YE11,Ibb,YE1119,Al Dhihar,Gawlat Al-Udayn,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,435,NA,435,yes,yes,NA,450,NA,450,YE18,5,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,no,5,100,200,200,yes,yes,NA,130,NA,130,yes,no,110,80,72.72727273,72.72727273,yes,yes,NA,400,NA,400,YE11,Wholesaler,8,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,4.2,Private,Pumping_Station_or_Borehole,no,2000,1,NA,5,yes,8000,NA,Price_inflation Shortage_of_demand Insecurity_and_instability Other_see_next_question,1,0,1,1,0,0,0,1,0,0,0,490,6446184f-9af1-418e-a5fa-dbe89926f7d3
YE12,Abyan,YE1204,Lawdar,Aldaeri,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,275,NA,275,yes,yes,NA,400,NA,400,YE24,22,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,no,5,320,640,640,yes,yes,75,250,NA,250,yes,yes,NA,150,NA,150,yes,yes,NA,700,NA,700,YE12,Vendor,25,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,9bbe3b4d-e42c-4570-a2d4-52a236e341b5
YE12,Abyan,YE1204,Lawdar,Almarkizi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,275,NA,275,yes,yes,NA,200,NA,200,YE24,20,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,NA,200,yes,no,5,300,600,600,yes,yes,75,200,NA,200,yes,yes,NA,150,NA,150,yes,yes,NA,700,NA,700,YE24,Vendor,25,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,10,Private,Water_Spring,yes,3000,10,NA,20,Do_not_know,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,500,5b451219-f6a8-47f3-9d2c-7e930f7dbed2
YE12,Abyan,YE1204,Lawdar,Althalooth,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,275,NA,275,yes,yes,NA,400,NA,400,YE24,22,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,no,5,250,500,500,yes,yes,75,150,NA,150,yes,yes,NA,150,NA,150,yes,yes,NA,700,NA,700,YE12,Wholesaler,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,69e7c3e7-6e7b-449e-bda6-bd10a07085e5
YE12,Abyan,YE1211,Khanfir,Al Huson,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,80,NA,80,yes,yes,80,120,NA,120,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE12,Wholesaler,30,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eb2cd458-b002-4863-afbc-28e89897454f
YE12,Abyan,YE1211,Khanfir,Al Huson,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,200,NA,200,yes,yes,80,100,NA,100,yes,yes,NA,80,NA,80,yes,yes,NA,400,NA,400,YE24,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ff0f5de9-30fe-4cfa-9b4c-380aefbdcde2
YE12,Abyan,YE1211,Khanfir,Al Huson,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,150,NA,150,yes,yes,NA,500,NA,500,YE12,NA,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bb566a77-3d77-46fb-b82f-069fea73e26a
YE12,Abyan,YE1211,Khanfir,Al Kod,Rural,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,750,NA,750,yes,yes,80,120,NA,120,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE24,Wholesaler,7,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6b46e3eb-891f-4db9-a8f1-f07ad665bddf
YE12,Abyan,YE1211,Khanfir,Al Kod,Rural,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,NA,550,NA,550,YE12,Wholesaler,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2a8b5a03-c33b-4042-b4db-898538591913
YE12,Abyan,YE1211,Khanfir,Al Kod,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,325,NA,325,no,NA,NA,NA,NA,NA,Do_not_know,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,150,NA,150,yes,yes,80,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE12,NA,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d5a4d57b-3d7d-4d28-afb9-96b913eb9df0
YE12,Abyan,YE1211,Khanfir,Al Makhzan,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,350,NA,350,no,NA,NA,NA,NA,NA,YE19,NA,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,130,NA,130,yes,yes,NA,70,NA,70,yes,yes,NA,600,NA,600,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6ac91f3e-638d-4e0f-ab73-94018ca52033
YE12,Abyan,YE1211,Khanfir,Al Makhzan,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,80,130,NA,130,yes,yes,NA,80,NA,80,yes,yes,NA,550,NA,550,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27e94d77-3886-4467-9e60-10b1675d74ce
