governorate_ID,governorate_name,district_ID,district_name,type_area,fuel_prices,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,_uuid
YE11,Ibb,YE1119,Al Dhihar,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE18,10,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,NA,yes,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,5,100,200,NA,yes,yes,80,130,NA,NA,yes,no,110,100,90.90909091,NA,yes,yes,NA,450,NA,NA,YE11,Wholesaler,12,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Al-Sa'elah,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2300,2,NA,5,yes,10000,NA,Price_inflation Shortage_of_demand Transportation_issues Other_see_next_question,1,0,1,0,0,0,1,1,0,0,0,740,d55da5b1-97f1-4550-96e9-b5fc50ff01a6
YE11,Ibb,YE1119,Al Dhihar,Urban,yes,District_level_market,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE18,5,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,NA,yes,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,5,100,200,NA,yes,yes,80,150,NA,NA,yes,no,110,130,118.1818182,NA,yes,yes,NA,600,NA,NA,YE11,Wholesaler,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Al-Sabal,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2500,1,NA,10,yes,9000,12000,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,735,bd074b74-d5f7-4805-85a2-bcea718e5980
YE12,Abyan,YE1211,Khanfir,Rural,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,390,NA,NA,yes,yes,NA,550,NA,NA,YE19,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,80,150,NA,NA,yes,no,700,550,78.57142857,NA,yes,yes,NA,500,NA,NA,YE24,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b8aa3b0f-578c-4f38-83f8-af41f2572272
YE12,Abyan,YE1211,Khanfir,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,550,NA,NA,YE19,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,80,150,NA,NA,yes,no,2500,2600,104,NA,yes,yes,NA,600,NA,NA,YE12,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43b40444-e0b3-46e8-a56a-f9b7e9784d2b
YE12,Abyan,YE1211,Khanfir,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,550,NA,NA,YE19,10,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,80,NA,NA,yes,yes,80,130,NA,NA,yes,no,2500,2500,100,NA,yes,yes,NA,650,NA,NA,YE12,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Jaar,Cash Credit,1,0,0,0,1,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,Do_not_know,2000,3,NA,10,yes,500,500,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,d23e3353-9d16-4cb0-899d-fce6c03bb9c1
YE12,Abyan,YE1211,Khanfir,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,550,NA,NA,YE19,10,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,80,NA,NA,yes,yes,80,130,NA,NA,yes,no,2500,2500,100,NA,yes,no,8,600,750,NA,YE24,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,98f4f7d0-ebf6-4931-8c24-e81e6dbef6db
YE12,Abyan,YE1211,Khanfir,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,550,NA,NA,YE19,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,80,NA,NA,yes,yes,80,130,NA,NA,yes,no,700,450,64.28571429,NA,yes,yes,NA,500,NA,NA,YE24,Wholesaler,15,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,5c5bd975-64fe-42b8-b7d5-5855ead8ec11
YE12,Abyan,YE1211,Khanfir,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,80,120,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,750,NA,NA,YE12,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6a79d890-9790-4cd4-bcab-348f295106e8
YE12,Abyan,YE1211,Khanfir,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,60,NA,NA,yes,yes,80,150,NA,NA,yes,yes,NA,100,NA,NA,yes,no,7,550,785.7142857,NA,YE12,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Government_regulations Transportation_issues,1,1,1,0,0,1,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b2b87f8-bb73-434e-b21e-489569881a33
YE12,Abyan,YE1211,Khanfir,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,80,200,NA,NA,yes,yes,NA,100,NA,NA,no,NA,NA,NA,NA,NA,YE24,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3f5ed069-9456-46e9-978f-dddda72cc849
YE12,Abyan,YE1211,Khanfir,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,80,120,NA,NA,yes,no,2500,2500,100,NA,yes,yes,NA,500,NA,NA,YE12,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764fe6b2-365b-488f-b927-a8e00844f08c
YE12,Abyan,YE1211,Khanfir,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,80,150,NA,NA,yes,no,700,450,64.28571429,NA,yes,yes,NA,600,NA,NA,YE12,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5dc77236-d49d-4947-9a28-6ff60d3ec23d
